S_No,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP_Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
1422,TX001422,AC00144,335.48,2023-03-02 16:06:00,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,45,Engineer,155,1.0,3023.16,2024-11-04 08:06:00
926,TX000926,AC00230,697.82,2023-11-27 16:10:00,Debit,New York,D000377,161.25.82.11,M092,Online,44,Engineer,153,1.0,6824.0,2024-11-04 08:07:00
327,TX000327,AC00471,436.64,2023-12-25 17:46:00,Debit,Los Angeles,D000683,38.210.156.148,M033,Branch,31,Doctor,111,1.0,14365.18,2024-11-04 08:08:00
1818,TX001818,AC00222,918.95,2023-05-01 16:43:00,Debit,Seattle,D000563,106.244.1.47,M026,Online,68,Doctor,139,1.0,7006.46,2024-11-04 08:07:00
2449,TX002449,AC00460,242.85,2023-10-23 16:19:00,Debit,San Antonio,D000068,124.6.134.78,M036,Online,42,Engineer,93,1.0,4672.8,2024-11-04 08:10:00
493,TX000493,AC00213,66.58,2023-12-04 17:06:00,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,23,Student,79,1.0,1636.32,2024-11-04 08:08:00
1099,TX001099,AC00157,299.42,2023-12-04 17:25:00,Credit,San Jose,D000516,133.63.96.21,M005,Branch,63,Retired,53,1.0,4735.41,2024-11-04 08:09:00
1527,TX001527,AC00083,224.79,2023-08-22 16:34:00,Debit,Boston,D000208,3.11.254.2,M063,Online,18,Student,129,1.0,528.38,2024-11-04 08:10:00
143,TX000143,AC00163,227.14,2023-07-03 17:42:00,Debit,Charlotte,D000439,197.162.55.147,M057,ATM,18,Student,294,1.0,341.94,2024-11-04 08:11:00
1411,TX001411,AC00171,22.61,2023-12-21 17:56:00,Debit,Seattle,D000255,76.136.92.235,M099,Online,19,Student,145,1.0,1111.67,2024-11-04 08:06:00
2333,TX002333,AC00297,414.64,2023-04-03 16:27:00,Debit,Mesa,D000698,158.129.49.240,M060,Branch,32,Doctor,74,1.0,7253.22,2024-11-04 08:09:00
1506,TX001506,AC00249,160.52,2023-08-07 16:15:00,Credit,Jacksonville,D000254,98.255.160.110,M034,ATM,78,Retired,112,1.0,5379.25,2024-11-04 08:07:00
2006,TX002006,AC00066,347.25,2023-01-30 18:49:00,Debit,Indianapolis,D000646,33.28.138.82,M062,ATM,69,Doctor,250,1.0,7273.55,2024-11-04 08:08:00
833,TX000833,AC00444,157.7,2023-12-01 17:29:00,Credit,Omaha,D000075,21.190.11.223,M019,Branch,58,Engineer,46,1.0,8332.58,2024-11-04 08:11:00
558,TX000558,AC00402,770.65,2023-07-05 17:49:00,Debit,Jacksonville,D000119,161.161.26.115,M016,Online,31,Doctor,137,1.0,7198.8,2024-11-04 08:09:00
148,TX000148,AC00161,514.95,2023-04-13 18:37:00,Debit,New York,D000109,23.92.205.75,M056,Online,41,Doctor,142,2.93258857489891,421.93,2024-11-04 08:10:00
1734,TX001734,AC00108,238.54,2023-04-07 16:04:00,Debit,Indianapolis,D000428,83.182.211.68,M006,ATM,19,Student,12,2.93258857489891,868.91,2024-11-04 08:07:00
50,TX000050,AC00471,22.01,2023-03-27 16:45:00,Credit,Sacramento,D000304,124.6.134.78,M055,Online,41,Engineer,175,1.0,1335.09,2024-11-04 08:06:00
820,TX000820,AC00452,63.17,2023-07-25 18:28:00,Debit,Fresno,D000647,113.137.153.101,M039,ATM,20,Student,148,1.0,1676.57,2024-11-04 08:07:00
1596,TX001596,AC00207,220.68,2023-10-09 18:23:00,Credit,Raleigh,D000311,194.29.57.163,M050,Online,71,Retired,217,1.0,5549.2,2024-11-04 08:07:00
1348,TX001348,AC00455,787.41,2023-06-19 16:22:00,Debit,Memphis,D000351,150.25.200.56,M081,Online,25,Student,39,1.0,300.87,2024-11-04 08:06:00
716,TX000716,AC00035,78.92,2023-06-15 18:57:00,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,59,Engineer,95,1.0,5624.86,2024-11-04 08:08:00
2477,TX002477,AC00058,270.39,2023-06-12 17:30:00,Debit,Jacksonville,D000214,111.226.226.202,M006,ATM,25,Student,104,1.0,899.15,2024-11-04 08:07:00
396,TX000396,AC00411,826.23,2023-05-31 16:25:00,Debit,Colorado Springs,D000056,153.178.166.93,M042,ATM,29,Doctor,209,1.0,7580.59,2024-11-04 08:07:00
222,TX000222,AC00414,485.51,2023-11-28 16:49:00,Credit,Milwaukee,D000460,91.204.200.167,M097,Online,76,Retired,37,1.0,3074.45,2024-11-04 08:08:00
689,TX000689,AC00218,77.03,2023-06-19 16:57:00,Debit,Fresno,D000681,121.67.144.20,M030,ATM,67,Doctor,259,1.0,11310.27,2024-11-04 08:08:00
2173,TX002173,AC00139,345.86,2023-11-20 16:41:00,Debit,Omaha,D000448,96.162.11.85,M069,ATM,51,Retired,145,1.0,1504.64,2024-11-04 08:09:00
1793,TX001793,AC00263,53.83,2023-05-31 17:21:00,Debit,Baltimore,D000471,4.134.78.167,M062,Branch,70,Retired,131,1.0,4580.59,2024-11-04 08:11:00
764,TX000764,AC00420,474.77,2023-12-25 16:28:00,Credit,Indianapolis,D000046,104.155.121.252,M073,Online,56,Engineer,50,1.0,2158.59,2024-11-04 08:08:00
257,TX000257,AC00073,186.6,2023-07-04 16:27:00,Debit,Washington,D000149,52.1.78.30,M037,Online,58,Doctor,13,1.0,1508.72,2024-11-04 08:06:00
1881,TX001881,AC00073,257.18,2023-07-10 17:00:00,Debit,Los Angeles,D000479,81.67.222.238,M010,Online,67,Doctor,28,1.0,13336.15,2024-11-04 08:10:00
288,TX000288,AC00159,151.19,2023-05-05 16:04:00,Credit,New York,D000658,217.233.219.196,M061,Branch,37,Doctor,96,1.0,11903.82,2024-11-04 08:11:00
606,TX000606,AC00312,7.31,2023-06-26 16:04:00,Debit,Las Vegas,D000060,160.160.113.117,M028,Branch,78,Retired,282,1.0,5757.67,2024-11-04 08:07:00
367,TX000367,AC00332,124.35,2023-12-08 16:39:00,Debit,Oklahoma City,D000082,49.20.211.229,M015,ATM,72,Retired,90,1.0,3319.76,2024-11-04 08:11:00
1478,TX001478,AC00227,997.37,2023-12-22 18:24:00,Debit,Fort Worth,D000629,32.71.250.58,M053,ATM,23,Student,145,1.0,1146.09,2024-11-04 08:07:00
1728,TX001728,AC00189,555.71,2023-01-23 17:35:00,Credit,Boston,D000343,139.23.212.102,M018,Branch,22,Student,73,1.0,830.37,2024-11-04 08:08:00
363,TX000363,AC00063,873.65,2023-03-23 16:38:00,Credit,Oklahoma City,D000414,214.247.164.80,M050,Online,37,Doctor,59,1.0,12139.83,2024-11-04 08:09:00
1129,TX001129,AC00279,144.93,2023-05-16 16:32:00,Debit,Fresno,D000136,141.121.30.32,M093,Branch,42,Engineer,74,1.0,6887.52,2024-11-04 08:09:00
1460,TX001460,AC00460,659.71,2023-05-05 16:10:00,Credit,San Jose,D000095,150.83.4.238,M052,Branch,21,Student,148,1.0,106.86,2024-11-04 08:09:00
1959,TX001959,AC00023,59.73,2023-05-22 16:38:00,Debit,Fresno,D000681,186.57.149.225,M019,ATM,27,Student,56,1.0,800.93,2024-11-04 08:10:00
879,TX000879,AC00366,1108.46,2023-08-31 16:16:00,Debit,Los Angeles,D000353,48.89.167.189,M046,Branch,30,Engineer,262,1.0,9257.04,2024-11-04 08:06:00
330,TX000330,AC00316,22.63,2023-02-20 17:28:00,Debit,Kansas City,D000488,165.114.224.47,M052,Online,53,Engineer,112,1.0,4438.03,2024-11-04 08:10:00
1987,TX001987,AC00188,92.5,2023-09-25 16:22:00,Credit,Seattle,D000520,113.137.153.101,M080,Online,40,Engineer,70,1.0,6295.45,2024-11-04 08:08:00
2277,TX002277,AC00093,1021.38,2023-01-27 18:59:00,Debit,Detroit,D000256,62.152.134.92,M013,Branch,61,Doctor,125,1.0,6223.26,2024-11-04 08:08:00
1589,TX001589,AC00132,23.24,2023-04-13 16:41:00,Debit,Indianapolis,D000569,184.185.209.72,M054,Branch,68,Doctor,129,1.0,13777.79,2024-11-04 08:10:00
2036,TX002036,AC00446,72.82,2023-11-10 16:50:00,Debit,Houston,D000453,25.188.196.47,M063,Online,68,Doctor,127,1.0,6911.62,2024-11-04 08:06:00
153,TX000153,AC00303,267.9,2023-10-09 16:52:00,Debit,San Antonio,D000605,216.32.4.105,M078,Online,20,Student,160,1.0,596.16,2024-11-04 08:08:00
14,TX000014,AC00264,781.76,2023-11-20 16:39:00,Debit,Memphis,D000054,193.83.0.183,M025,ATM,26,Student,123,1.0,189.69,2024-11-04 08:07:00
2212,TX002212,AC00235,545.87,2023-01-02 16:31:00,Debit,Miami,D000676,162.207.77.170,M026,Branch,27,Engineer,41,1.0,4860.01,2024-11-04 08:09:00
714,TX000714,AC00382,98.81,2023-09-04 16:48:00,Debit,San Francisco,D000430,38.210.156.148,M047,Branch,27,Student,91,1.0,797.1,2024-11-04 08:08:00
1076,TX001076,AC00078,1156.18,2023-09-21 16:11:00,Credit,Phoenix,D000022,40.45.69.120,M054,Online,52,Doctor,40,1.0,836.69,2024-11-04 08:11:00
491,TX000491,AC00166,0.99,2023-09-13 16:55:00,Debit,Los Angeles,D000503,187.199.178.27,M029,ATM,45,Engineer,133,1.0,4317.85,2024-11-04 08:09:00
503,TX000503,AC00103,795.96,2023-09-28 17:53:00,Debit,Raleigh,D000283,54.252.249.33,M014,Online,65,Retired,119,1.0,5468.58,2024-11-04 08:08:00
342,TX000342,AC00171,26.06,2023-12-21 17:01:00,Debit,San Diego,D000689,140.212.253.222,M096,ATM,65,Doctor,283,1.0,12893.63,2024-11-04 08:12:00
418,TX000418,AC00274,775.23,2023-08-07 16:40:00,Credit,Albuquerque,D000220,112.222.0.29,M036,Online,59,Doctor,38,1.0,5977.59,2024-11-04 08:07:00
1343,TX001343,AC00228,289.05,2023-06-09 17:58:00,Debit,New York,D000493,174.61.77.54,M088,ATM,75,Retired,116,1.0,5683.49,2024-11-04 08:11:00
1269,TX001269,AC00471,421.52,2023-08-15 17:35:00,Debit,San Jose,D000035,177.172.184.163,M064,Branch,20,Student,67,1.0,369.86,2024-11-04 08:10:00
1071,TX001071,AC00249,48.29,2023-09-25 17:58:00,Debit,San Diego,D000295,221.105.243.251,M060,Online,37,Engineer,242,1.0,8883.4,2024-11-04 08:07:00
2323,TX002323,AC00322,802.89,2023-08-28 18:32:00,Debit,Chicago,D000050,139.23.212.102,M037,ATM,19,Student,175,1.0,1973.63,2024-11-04 08:11:00
1372,TX001372,AC00098,345.94,2023-10-09 17:32:00,Debit,Portland,D000354,129.102.184.189,M100,ATM,31,Doctor,163,1.0,7624.56,2024-11-04 08:11:00
1805,TX001805,AC00274,17.42,2023-11-08 17:24:00,Debit,Dallas,D000516,218.238.171.184,M006,ATM,74,Retired,150,1.0,6851.31,2024-11-04 08:12:00
785,TX000785,AC00107,345.54,2023-01-24 16:05:00,Debit,San Diego,D000054,215.97.143.157,M050,Online,29,Engineer,50,1.0,2091.78,2024-11-04 08:11:00
632,TX000632,AC00223,810.36,2023-01-17 16:59:00,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1.0,9239.12,2024-11-04 08:07:00
2223,TX002223,AC00445,207.82,2023-02-28 16:34:00,Credit,Las Vegas,D000181,32.71.250.58,M078,Online,19,Student,30,1.0,229.02,2024-11-04 08:07:00
1131,TX001131,AC00306,9.18,2023-07-06 18:10:00,Debit,San Francisco,D000535,82.88.241.226,M096,Online,22,Student,140,1.0,887.32,2024-11-04 08:09:00
1346,TX001346,AC00204,388.07,2023-09-05 17:34:00,Debit,Seattle,D000422,44.197.126.59,M067,Online,24,Student,68,1.0,289.71,2024-11-04 08:10:00
4,TX000004,AC00070,184.5,2023-05-05 16:32:00,Debit,Raleigh,D000187,200.13.225.150,M002,Online,26,Student,25,1.0,8569.06,2024-11-04 08:09:00
2480,TX002480,AC00275,261.45,2023-10-27 17:02:00,Credit,Oklahoma City,D000005,73.156.208.26,M071,Online,50,Engineer,96,1.0,6735.74,2024-11-04 08:09:00
1332,TX001332,AC00212,608.79,2023-11-03 18:37:00,Debit,Fort Worth,D000399,158.129.49.240,M015,Online,55,Engineer,157,1.0,2991.17,2024-11-04 08:12:00
1431,TX001431,AC00059,344.97,2023-03-20 17:30:00,Debit,Austin,D000264,214.67.148.245,M050,Online,34,Doctor,106,1.0,5577.94,2024-11-04 08:09:00
1803,TX001803,AC00401,223.76,2023-08-11 16:02:00,Credit,Boston,D000441,1.98.25.114,M013,Branch,74,Retired,110,1.0,4102.23,2024-11-04 08:10:00
2339,TX002339,AC00081,4.47,2023-08-14 16:20:00,Debit,Baltimore,D000239,147.234.20.46,M033,Branch,27,Student,132,1.0,1381.75,2024-11-04 08:10:00
278,TX000278,AC00220,345.22,2023-09-05 16:55:00,Debit,Fresno,D000217,164.75.163.220,M025,Branch,69,Retired,253,1.0,4046.58,2024-11-04 08:07:00
1680,TX001680,AC00247,67.25,2023-07-03 16:38:00,Debit,Miami,D000413,42.3.3.101,M013,Online,19,Student,157,1.0,467.4,2024-11-04 08:11:00
1225,TX001225,AC00442,302.86,2023-07-03 18:56:00,Debit,Los Angeles,D000004,144.91.150.133,M081,Online,55,Doctor,275,1.0,5239.24,2024-11-04 08:12:00
742,TX000742,AC00164,388.65,2023-02-21 16:02:00,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,76,Retired,43,1.0,7896.85,2024-11-04 08:08:00
2439,TX002439,AC00432,537.71,2023-04-04 16:07:00,Credit,Mesa,D000073,146.69.70.214,M078,Online,19,Student,175,1.0,1806.08,2024-11-04 08:07:00
2029,TX002029,AC00172,431.31,2023-05-01 16:18:00,Credit,Atlanta,D000363,223.189.165.37,M021,Online,23,Student,99,1.0,342.73,2024-11-04 08:09:00
2017,TX002017,AC00001,212.97,2023-11-14 16:56:00,Debit,Atlanta,D000492,45.241.13.208,M003,Online,59,Engineer,178,1.0,4180.4,2024-11-04 08:10:00
1221,TX001221,AC00291,743.03,2023-07-27 16:55:00,Debit,New York,D000103,73.54.203.165,M050,ATM,50,Engineer,174,1.0,4111.38,2024-11-04 08:09:00
1008,TX001008,AC00311,297.15,2023-10-12 18:11:00,Debit,Phoenix,D000273,122.94.26.104,M034,Online,76,Retired,178,1.0,5449.37,2024-11-04 08:10:00
439,TX000439,AC00493,14.29,2023-02-28 16:28:00,Debit,Los Angeles,D000317,90.111.245.138,M070,ATM,34,Engineer,150,1.0,7016.99,2024-11-04 08:08:00
80,TX000080,AC00014,174.25,2023-07-17 18:54:00,Debit,Seattle,D000375,130.92.201.49,M032,Online,50,Doctor,67,1.0,10528.34,2024-11-04 08:10:00
1748,TX001748,AC00305,506.9,2023-11-01 17:44:00,Credit,Houston,D000337,138.210.196.19,M038,Branch,64,Doctor,56,1.0,11471.87,2024-11-04 08:10:00
797,TX000797,AC00417,51.07,2023-01-23 18:06:00,Debit,Dallas,D000114,162.198.218.92,M017,Branch,63,Retired,133,1.0,4292.16,2024-11-04 08:12:00
2177,TX002177,AC00414,36.12,2023-11-29 17:55:00,Debit,Houston,D000630,62.152.134.92,M085,Online,22,Student,234,1.0,1593.03,2024-11-04 08:08:00
2218,TX002218,AC00203,275.98,2023-12-15 16:04:00,Credit,Washington,D000652,89.18.54.235,M053,Online,72,Retired,67,1.0,6151.05,2024-11-04 08:07:00
2065,TX002065,AC00427,86.07,2023-11-20 18:40:00,Debit,Dallas,D000355,192.163.114.167,M078,Branch,31,Doctor,23,1.0,842.56,2024-11-04 08:12:00
32,TX000032,AC00291,59.12,2023-02-06 16:24:00,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,29,Doctor,257,1.0,9823.64,2024-11-04 08:06:00
1558,TX001558,AC00245,262.43,2023-06-13 17:26:00,Credit,San Diego,D000365,172.184.35.29,M046,Online,37,Doctor,274,2.93258857489891,12841.01,2024-11-04 08:07:00
2507,TX002507,AC00258,92.24,2023-04-13 17:45:00,Debit,Philadelphia,D000531,189.183.50.147,M076,Branch,60,Engineer,93,1.0,6937.48,2024-11-04 08:09:00
2005,TX002005,AC00008,76.16,2023-11-21 16:45:00,Debit,San Francisco,D000539,100.128.70.210,M060,ATM,23,Student,99,1.0,1072.25,2024-11-04 08:12:00
510,TX000510,AC00266,96.89,2023-03-16 16:02:00,Debit,Sacramento,D000295,136.105.231.135,M005,ATM,59,Retired,53,1.0,6044.93,2024-11-04 08:11:00
870,TX000870,AC00399,267.55,2023-06-13 16:06:00,Debit,Charlotte,D000138,170.99.15.217,M084,Online,46,Engineer,40,1.0,4330.04,2024-11-04 08:12:00
304,TX000304,AC00489,167.44,2023-09-25 16:11:00,Debit,Mesa,D000483,166.7.230.111,M087,Branch,37,Doctor,82,1.0,12526.71,2024-11-04 08:10:00
576,TX000576,AC00013,33.46,2023-02-20 16:52:00,Debit,Seattle,D000617,189.248.139.91,M003,ATM,72,Retired,111,1.0,3641.07,2024-11-04 08:09:00
2470,TX002470,AC00054,179.62,2023-11-15 16:00:00,Debit,Tucson,D000504,93.52.44.101,M082,Online,24,Student,119,1.0,409.26,2024-11-04 08:11:00
9,TX000009,AC00135,106.23,2023-03-21 16:59:00,Credit,Detroit,D000690,24.148.92.177,M035,Branch,51,Engineer,86,1.0,9095.14,2024-11-04 08:11:00
265,TX000265,AC00366,488.15,2023-07-31 16:01:00,Debit,Louisville,D000257,81.102.230.41,M098,Branch,43,Engineer,168,1.0,7071.09,2024-11-04 08:11:00
559,TX000559,AC00317,260.31,2023-02-28 16:46:00,Debit,Austin,D000404,195.226.203.234,M065,Branch,63,Doctor,113,1.0,10980.38,2024-11-04 08:12:00
2413,TX002413,AC00155,91.5,2023-03-27 16:26:00,Debit,Omaha,D000113,168.128.200.203,M033,ATM,47,Doctor,77,1.0,667.66,2024-11-04 08:07:00
237,TX000237,AC00177,736.73,2023-11-27 16:05:00,Debit,Memphis,D000167,107.247.202.71,M037,Branch,48,Engineer,10,1.0,3313.07,2024-11-04 08:10:00
1297,TX001297,AC00070,93.22,2023-04-07 17:11:00,Debit,Charlotte,D000140,70.130.169.235,M030,Online,52,Retired,52,1.0,1014.63,2024-11-04 08:09:00
1665,TX001665,AC00394,270.36,2023-03-03 16:57:00,Debit,Oklahoma City,D000037,89.6.100.149,M044,ATM,25,Student,37,1.0,1783.04,2024-11-04 08:07:00
289,TX000289,AC00177,242.62,2023-07-10 16:40:00,Credit,San Francisco,D000332,138.87.180.254,M094,Online,22,Student,234,1.0,483.02,2024-11-04 08:07:00
694,TX000694,AC00011,733.29,2023-03-15 18:42:00,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,2.93258857489891,10427.0,2024-11-04 08:07:00
1846,TX001846,AC00305,637.48,2023-09-18 16:27:00,Debit,Colorado Springs,D000005,72.192.101.196,M016,Online,65,Retired,207,1.0,4148.85,2024-11-04 08:08:00
1128,TX001128,AC00415,4.72,2023-04-17 16:03:00,Debit,Fort Worth,D000610,45.64.74.86,M051,Branch,32,Engineer,20,1.0,4792.01,2024-11-04 08:09:00
1678,TX001678,AC00133,88.06,2023-10-27 17:53:00,Credit,Raleigh,D000515,35.220.238.127,M016,Online,18,Student,288,1.0,1779.85,2024-11-04 08:09:00
456,TX000456,AC00307,219.63,2023-11-10 16:06:00,Debit,Charlotte,D000220,146.47.189.38,M002,ATM,48,Doctor,44,1.0,8013.63,2024-11-04 08:07:00
1546,TX001546,AC00163,388.77,2023-12-11 16:57:00,Credit,Jacksonville,D000215,49.20.211.229,M065,Online,26,Student,30,1.0,1658.49,2024-11-04 08:11:00
263,TX000263,AC00194,47.38,2023-02-08 18:18:00,Credit,Seattle,D000388,150.231.20.169,M061,Online,25,Student,61,1.0,459.37,2024-11-04 08:07:00
99,TX000099,AC00453,147.62,2023-09-01 17:26:00,Debit,Charlotte,D000093,149.84.108.18,M028,Branch,71,Retired,133,1.0,2115.8,2024-11-04 08:07:00
2073,TX002073,AC00492,81.11,2023-10-16 18:07:00,Debit,Charlotte,D000402,51.250.46.149,M044,Online,48,Engineer,110,1.0,2051.37,2024-11-04 08:07:00
829,TX000829,AC00249,70.03,2023-12-18 18:34:00,Debit,Nashville,D000005,193.221.15.59,M073,Branch,63,Retired,49,1.0,7330.31,2024-11-04 08:07:00
933,TX000933,AC00200,76.51,2023-04-03 16:01:00,Credit,Mesa,D000242,200.22.195.243,M016,Online,49,Engineer,120,2.93258857489891,9475.4,2024-11-04 08:07:00
1226,TX001226,AC00465,81.08,2023-09-19 16:56:00,Debit,Omaha,D000196,119.43.28.203,M089,ATM,58,Engineer,56,1.0,7788.91,2024-11-04 08:07:00
1553,TX001553,AC00127,5.64,2023-03-08 16:57:00,Debit,Boston,D000691,77.208.193.198,M064,Online,59,Doctor,47,1.0,12703.24,2024-11-04 08:11:00
1349,TX001349,AC00094,31.7,2023-06-01 16:56:00,Credit,Raleigh,D000596,113.134.242.82,M074,ATM,48,Doctor,121,1.0,743.9,2024-11-04 08:08:00
579,TX000579,AC00296,48.85,2023-12-08 16:45:00,Debit,Dallas,D000645,68.254.244.208,M049,ATM,19,Student,176,1.0,1503.56,2024-11-04 08:07:00
168,TX000168,AC00332,506.28,2023-05-02 17:03:00,Credit,Chicago,D000606,110.150.1.201,M010,Online,53,Retired,162,2.0,1309.95,2024-11-04 08:09:00
1061,TX001061,AC00173,726.61,2023-11-03 16:31:00,Debit,Phoenix,D000141,210.228.226.64,M081,ATM,18,Student,277,1.0,1008.76,2024-11-04 08:10:00
2379,TX002379,AC00150,199.02,2023-01-30 17:36:00,Debit,Memphis,D000535,98.255.160.110,M081,ATM,22,Student,185,1.0,793.63,2024-11-04 08:08:00
2390,TX002390,AC00079,301.39,2023-07-04 16:21:00,Credit,Denver,D000375,82.75.200.117,M050,Online,47,Doctor,104,1.0,10548.58,2024-11-04 08:07:00
647,TX000647,AC00056,56.89,2023-02-03 18:03:00,Credit,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1.0,3034.67,2024-11-04 08:09:00
564,TX000564,AC00223,12.04,2023-11-15 16:08:00,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,37,Engineer,58,1.0,6213.32,2024-11-04 08:08:00
381,TX000381,AC00329,112.05,2023-10-26 16:16:00,Credit,Phoenix,D000156,116.44.12.250,M078,ATM,26,Student,159,1.0,1122.88,2024-11-04 08:08:00
101,TX000101,AC00265,383.37,2023-01-24 17:23:00,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,30,Engineer,24,1.0,8901.93,2024-11-04 08:11:00
138,TX000138,AC00272,336.39,2023-01-16 16:53:00,Debit,San Antonio,D000426,203.99.96.114,M003,Branch,21,Student,18,1.0,1000.46,2024-11-04 08:09:00
2322,TX002322,AC00378,124.05,2023-10-25 16:50:00,Credit,Albuquerque,D000652,193.217.248.188,M031,Branch,61,Doctor,220,1.0,7009.54,2024-11-04 08:12:00
2238,TX002238,AC00227,194.68,2023-04-24 16:32:00,Debit,Memphis,D000481,1.7.29.72,M002,Online,32,Doctor,165,1.0,14494.18,2024-11-04 08:11:00
1532,TX001532,AC00432,26.07,2023-03-16 17:00:00,Debit,Baltimore,D000552,194.174.252.1,M061,Branch,20,Student,19,2.93258857489891,349.98,2024-11-04 08:10:00
1192,TX001192,AC00339,499.48,2023-01-17 16:57:00,Debit,Charlotte,D000242,200.13.225.150,M012,ATM,24,Student,133,1.0,1242.62,2024-11-04 08:08:00
1078,TX001078,AC00331,1045.45,2023-10-30 16:45:00,Debit,Baltimore,D000547,199.103.32.145,M036,Online,19,Student,150,1.0,563.46,2024-11-04 08:11:00
2372,TX002372,AC00465,21.23,2023-09-11 16:35:00,Debit,Virginia Beach,D000174,63.191.171.41,M094,ATM,23,Student,103,2.93258857489891,319.18,2024-11-04 08:09:00
1694,TX001694,AC00424,127.57,2023-02-27 17:17:00,Debit,Nashville,D000406,158.135.64.240,M049,ATM,52,Retired,75,1.0,6118.2,2024-11-04 08:10:00
338,TX000338,AC00439,138.95,2023-06-02 16:48:00,Debit,Washington,D000675,104.155.121.252,M090,Online,71,Retired,30,1.0,6752.92,2024-11-04 08:08:00
2242,TX002242,AC00292,237.0,2023-02-10 16:50:00,Debit,Tucson,D000277,203.170.198.177,M076,Online,49,Doctor,115,1.0,14021.4,2024-11-04 08:08:00
1851,TX001851,AC00004,13.16,2023-05-01 17:36:00,Debit,Mesa,D000098,161.177.41.214,M084,Branch,43,Engineer,98,1.0,1019.46,2024-11-04 08:10:00
2220,TX002220,AC00140,152.42,2023-10-23 16:45:00,Debit,San Jose,D000164,38.166.40.246,M057,ATM,42,Doctor,176,1.0,9141.79,2024-11-04 08:12:00
1331,TX001331,AC00078,614.03,2023-05-08 16:37:00,Debit,Dallas,D000693,58.190.9.136,M086,ATM,68,Retired,51,1.0,2815.86,2024-11-04 08:08:00
988,TX000988,AC00159,187.88,2023-08-10 16:39:00,Debit,Nashville,D000034,189.198.67.252,M017,ATM,60,Engineer,180,1.0,2154.58,2024-11-04 08:10:00
827,TX000827,AC00131,524.6,2023-04-07 17:37:00,Debit,El Paso,D000593,44.73.3.217,M002,Branch,58,Doctor,76,1.0,13017.7,2024-11-04 08:09:00
1991,TX001991,AC00206,436.8,2023-07-03 16:15:00,Debit,Seattle,D000619,19.228.76.177,M082,Online,27,Student,92,1.0,1256.33,2024-11-04 08:10:00
1777,TX001777,AC00156,148.13,2023-03-17 16:34:00,Debit,Phoenix,D000280,160.160.113.117,M025,Branch,58,Retired,56,1.0,2189.38,2024-11-04 08:07:00
738,TX000738,AC00149,1092.73,2023-01-23 17:24:00,Debit,Columbus,D000688,56.89.80.133,M064,Branch,58,Retired,11,1.0,1390.98,2024-11-04 08:07:00
927,TX000927,AC00224,302.76,2023-11-16 17:14:00,Debit,Sacramento,D000640,221.23.158.87,M043,ATM,38,Engineer,88,2.93258857489891,8583.39,2024-11-04 08:11:00
654,TX000654,AC00423,1173.43250801351,2023-06-27 17:48:00,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1.0,11090.24,2024-11-04 08:10:00
450,TX000450,AC00407,689.29,2023-01-06 17:30:00,Debit,El Paso,D000286,166.41.54.117,M034,ATM,22,Student,100,1.0,168.84,2024-11-04 08:07:00
1489,TX001489,AC00384,276.26,2023-02-13 17:04:00,Debit,Louisville,D000307,97.106.5.76,M024,Branch,56,Doctor,143,1.0,120.89,2024-11-04 08:11:00
1538,TX001538,AC00324,209.02,2023-03-03 17:08:00,Debit,El Paso,D000599,97.4.209.133,M008,ATM,21,Student,74,1.0,187.9,2024-11-04 08:11:00
910,TX000910,AC00438,120.86,2023-11-16 17:57:00,Debit,Colorado Springs,D000035,184.146.10.88,M081,Online,33,Doctor,162,2.93258857489891,13566.58,2024-11-04 08:11:00
